Pokemon_Name,Pokedex_Number,HP_Base_Stat,Attack_Base_Stat,Defense_Base_Stat,Speed_Base_Stat,Special_Attack_Base_Stat,Special_Defense_Base_Stat,Type1,Type2,Catch_Rate,Base_Exp,4_Percent_Item,1_Percent_Item,Gender_Ratio,Step_Cycles_To_Hatch_Egg,Growth_Rate,Egg_Group1,Egg_Group2,TM_HM_Moves
HYPNO ,097,85,78,70,67,78,115,PSYCHIC, PSYCHIC ,75,165,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_HUMANSHAPE,EGG_HUMANSHAPE,"DYNAMICPUNCH, SUBMISSION, BUBBLEBEAM, BODY_SLAM, SUBSTITUTE, THUNDER_WAVE, HEADBUTT, CURSE, TOXIC, ZAP_CANNON, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, RAIN_DANCE, RETURN, PSYCHIC_M, SHADOW_BALL, ICE_PUNCH, SWAGGER, THUNDERPUNCH, DREAM_EATER, REST, SLEEP_TALK, ATTRACT, FIRE_PUNCH, NIGHTMARE, FLASH, FOCUS_BLAST, BRICK_BREAK"
IGGLYBUFF ,174,90,30,15,15,40,20,NORMAL, NORMAL ,170,39,NO_ITEM, NO_ITEM ,GENDER_F75 ,10 ,GROWTH_FAST,EGG_NONE,EGG_NONE,"HEADBUTT, CURSE, TOXIC, ZAP_CANNON, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, ICY_WIND, PROTECT, RAIN_DANCE, SOLARBEAM, RETURN, PSYCHIC_M, SHADOW_BALL, MUD_SLAP, SWAGGER, FIRE_BLAST, DREAM_EATER, REST, SLEEP_TALK, ATTRACT, NIGHTMARE, FLASH, FLAMETHROWER"
IVYSAUR ,002,60,62,63,60,80,80,GRASS, POISON ,45,141,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,20 ,GROWTH_MEDIUM_SLOW,EGG_MONSTER,EGG_MONSTER,"HEADBUTT, SWORDS_DANCE, DOUBLE_EDGE, BODY_SLAM, SLUDGE_BOMB, CURSE, TOXIC, HIDDEN_POWER, SUNNY_DAY, PROTECT, GIGA_DRAIN, SOLARBEAM, RETURN, MUD_SLAP, SWAGGER, REST, SLEEP_TALK, ATTRACT, FURY_CUTTER, CUT, FLASH"
JIGGLYPUFF ,039,115,45,20,20,45,25,NORMAL, NORMAL ,170,76,NO_ITEM, NO_ITEM ,GENDER_F75 ,10 ,GROWTH_FAST,EGG_FAIRY,EGG_FAIRY,"DYNAMICPUNCH, HEADBUTT, CURSE, TOXIC, ZAP_CANNON, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, BLIZZARD, PROTECT, RAIN_DANCE, SOLARBEAM, THUNDER, RETURN, PSYCHIC_M, SHADOW_BALL, MUD_SLAP, ICE_PUNCH, SWAGGER, FIRE_BLAST, THUNDERPUNCH, DREAM_EATER, REST, SLEEP_TALK, ATTRACT, FIRE_PUNCH, NIGHTMARE, STRENGTH, FLASH, FLAMETHROWER, THUNDERBOLT, ICE_BEAM"
JOLTEON ,135,67,68,60,130,110,95,ELECTRIC, ELECTRIC ,45,197,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,35 ,GROWTH_MEDIUM_FAST,EGG_GROUND,EGG_GROUND,"HEADBUTT, TRI_ATTACK, DOUBLE_EDGE, THUNDER_WAVE, SUBSTITUTE, CURSE, ROAR, TOXIC, ZAP_CANNON, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, RAIN_DANCE, IRON_TAIL, THUNDER, RETURN, SHADOW_BALL, MUD_SLAP, SWAGGER, REST, SLEEP_TALK, ATTRACT, FLASH, THUNDERBOLT"
JUMPLUFF ,189,75,55,70,110,65,85,GRASS, FLYING ,45,176,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_SLOW,EGG_FAIRY,EGG_FAIRY,"HEADBUTT, SUBSTITUTE, CURSE, TOXIC, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, GIGA_DRAIN, SOLARBEAM, RETURN, SWAGGER, REST, SLEEP_TALK, ATTRACT, FLASH"
JYNX ,124,65,50,50,95,115,95,ICE, PSYCHIC ,45,137,ICE_BERRY, ICE_BERRY ,GENDER_F100 ,25 ,GROWTH_MEDIUM_FAST,EGG_HUMANSHAPE,EGG_HUMANSHAPE,"DYNAMICPUNCH, TRI_ATTACK, SUBSTITUTE, HEADBUTT, CURSE, TOXIC, PSYCH_UP, HIDDEN_POWER, BLIZZARD, HYPER_BEAM, ICY_WIND, PROTECT, RAIN_DANCE, RETURN, PSYCHIC_M, SHADOW_BALL, MUD_SLAP, ICE_PUNCH, SWAGGER, DREAM_EATER, REST, SLEEP_TALK, ATTRACT, THIEF, NIGHTMARE, ICE_BEAM, FOCUS_BLAST, BRICK_BREAK"
KABUTO ,140,30,80,90,55,55,45,ROCK, WATER ,45,119,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,30 ,GROWTH_MEDIUM_FAST,EGG_WATER_1,EGG_WATER_1,"CURSE, ROCK_SLIDE, SANDSTORM, SWORDS_DANCE, BUBBLEBEAM, SUBMISSION, SUBSTITUTE, BODY_SLAM, WATERFALL, TOXIC, ROCK_SMASH, HIDDEN_POWER, BLIZZARD, ICY_WIND, PROTECT, RAIN_DANCE, GIGA_DRAIN, RETURN, SWAGGER, REST, SLEEP_TALK, ATTRACT, THIEF, ICE_BEAM"
KABUTOPS ,141,60,115,105,85,65,70,ROCK, WATER ,45,201,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,30 ,GROWTH_MEDIUM_FAST,EGG_WATER_1,EGG_WATER_1,"HEADBUTT, ROCK_SLIDE, SANDSTORM, SWORDS_DANCE, SUBMISSION, BUBBLEBEAM, DOUBLE_EDGE, BODY_SLAM, SUBSTITUTE, CURSE, TOXIC, ROCK_SMASH, HIDDEN_POWER, BLIZZARD, HYPER_BEAM, ICY_WIND, PROTECT, RAIN_DANCE, GIGA_DRAIN, RETURN, SWAGGER, REST, SLEEP_TALK, ATTRACT, THIEF, FURY_CUTTER, CUT, SURF, WHIRLPOOL, WATERFALL, ICE_BEAM, EARTH_POWER, POWER_GEM, BRICK_BREAK"
KADABRA ,064,40,35,30,105,120,70,PSYCHIC, PSYCHIC ,100,145,NO_ITEM, NO_ITEM ,GENDER_F25 ,20 ,GROWTH_MEDIUM_SLOW,EGG_HUMANSHAPE,EGG_HUMANSHAPE,"DYNAMICPUNCH, HEADBUTT, CURSE, TOXIC, ZAP_CANNON, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, PROTECT, RAIN_DANCE, RETURN, DIG, PSYCHIC_M, SHADOW_BALL, ICE_PUNCH, SWAGGER, THUNDERPUNCH, DREAM_EATER, REST, SLEEP_TALK, ATTRACT, THIEF, FIRE_PUNCH, NIGHTMARE, FLASH, FOCUS_BLAST"
KAKUNA ,014,45,25,50,35,25,25,BUG, POISON ,120,71,NO_ITEM, NO_ITEM ,GENDER_F50 ,15 ,GROWTH_MEDIUM_FAST,EGG_BUG,EGG_BUG,tmhm
KANGASKHAN ,115,105,95,80,90,40,83,NORMAL, NORMAL ,45,175,NO_ITEM, NO_ITEM ,GENDER_F100 ,20 ,GROWTH_MEDIUM_FAST,EGG_MONSTER,EGG_MONSTER,"DYNAMICPUNCH, ROCK_SLIDE, SUBMISSION, BUBBLEBEAM, DOUBLE_EDGE, BODY_SLAM, SUBSTITUTE, HEADBUTT, CURSE, ROAR, TOXIC, ZAP_CANNON, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, BLIZZARD, HYPER_BEAM, ICY_WIND, PROTECT, RAIN_DANCE, IRON_TAIL, THUNDER, EARTHQUAKE, RETURN, SHADOW_BALL, MUD_SLAP, ICE_PUNCH, SWAGGER, FIRE_BLAST, THUNDERPUNCH, REST, SLEEP_TALK, ATTRACT, FIRE_PUNCH, FURY_CUTTER, SURF, STRENGTH, FLAMETHROWER, THUNDERBOLT, ICE_BEAM, BRICK_BREAK"
KINGDRA ,230,77,95,95,85,95,95,WATER, DRAGON ,45,207,NO_ITEM, DRAGON_SCALE ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_WATER_1,EGG_WATER_1,"HEADBUTT, DRAGON_RAGE, BUBBLEBEAM, DOUBLE_EDGE, BODY_SLAM, SUBSTITUTE, CURSE, TOXIC, HIDDEN_POWER, BLIZZARD, HYPER_BEAM, ICY_WIND, PROTECT, RAIN_DANCE, DRAGONBREATH, RETURN, SWAGGER, REST, SLEEP_TALK, ATTRACT, SURF, WHIRLPOOL, WATERFALL, ICE_BEAM"
KINGLER ,099,55,130,115,75,50,50,WATER, WATER ,60,206,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_WATER_3,EGG_WATER_3,"CURSE, SWORDS_DANCE, BODY_SLAM, BUBBLEBEAM, DOUBLE_EDGE, SUBSTITUTE, TOXIC, ROCK_SMASH, HIDDEN_POWER, BLIZZARD, HYPER_BEAM, ICY_WIND, PROTECT, RAIN_DANCE, RETURN, MUD_SLAP, SWAGGER, REST, SLEEP_TALK, ATTRACT, THIEF, FURY_CUTTER, CUT, SURF, STRENGTH, WHIRLPOOL, ICE_BEAM, BRICK_BREAK"
KOFFING ,109,40,65,95,35,60,45,POISON, POISON ,190,114,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_INDETERMINATE,EGG_INDETERMINATE,"CURSE, TOXIC, ZAP_CANNON, HIDDEN_POWER, SUNNY_DAY, PROTECT, THUNDER, RETURN, SWAGGER, SLUDGE_BOMB, FIRE_BLAST, REST, SLEEP_TALK, ATTRACT, THIEF, FLAMETHROWER, THUNDERBOLT"
KRABBY ,098,30,105,90,50,25,25,WATER, WATER ,225,115,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_WATER_3,EGG_WATER_3,"CURSE, TOXIC, ROCK_SMASH, HIDDEN_POWER, BLIZZARD, ICY_WIND, PROTECT, RAIN_DANCE, RETURN, MUD_SLAP, SWAGGER, REST, SLEEP_TALK, ATTRACT, THIEF, FURY_CUTTER, CUT, SURF, STRENGTH, WHIRLPOOL, ICE_BEAM"
LANTURN ,171,125,58,58,77,76,76,WATER, ELECTRIC ,75,156,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_SLOW,EGG_WATER_2,EGG_WATER_2,"CURSE, BUBBLEBEAM, BODY_SLAM, THUNDER_WAVE, SUBSTITUTE, TOXIC, ZAP_CANNON, HIDDEN_POWER, HYPER_BEAM, PROTECT, RAIN_DANCE, THUNDER, RETURN, SWAGGER, REST, SLEEP_TALK, ATTRACT, SURF, FLASH, WHIRLPOOL, WATERFALL, THUNDERBOLT, ICE_BEAM"
LAPRAS ,131,130,85,80,65,85,95,WATER, ICE ,45,219,NO_ITEM, NO_ITEM ,GENDER_F50 ,40 ,GROWTH_SLOW,EGG_MONSTER,EGG_MONSTER,"HEADBUTT, BUBBLEBEAM, DOUBLE_EDGE, BODY_SLAM, SUBSTITUTE, CURSE, TOXIC, ZAP_CANNON, ROCK_SMASH, HIDDEN_POWER, BLIZZARD, HYPER_BEAM, ICY_WIND, PROTECT, RAIN_DANCE, IRON_TAIL, DRAGONBREATH, THUNDER, RETURN, PSYCHIC_M, SWAGGER, DREAM_EATER, REST, SLEEP_TALK, ATTRACT, NIGHTMARE, SURF, STRENGTH, WHIRLPOOL, THUNDERBOLT, ICE_BEAM"
LARVITAR ,246,50,64,50,41,45,50,ROCK, GROUND ,45,67,NO_ITEM, NO_ITEM ,GENDER_F50 ,40 ,GROWTH_SLOW,EGG_MONSTER,EGG_MONSTER,"HEADBUTT, ROCK_SLIDE, SANDSTORM, SUBMISSION, DOUBLE_EDGE, BODY_SLAM, DRAGON_RAGE, CURSE, TOXIC, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, RAIN_DANCE, EARTHQUAKE, RETURN, DIG, MUD_SLAP, SWAGGER, REST, SLEEP_TALK, ATTRACT, EARTH_POWER, POWER_GEM"
LEDIAN ,166,65,65,55,95,55,110,BUG, FLYING ,90,134,NO_ITEM, NO_ITEM ,GENDER_F50 ,15 ,GROWTH_FAST,EGG_BUG,EGG_BUG,"DYNAMICPUNCH, HEADBUTT, CURSE, TOXIC, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, GIGA_DRAIN, SOLARBEAM, RETURN, DIG, ICE_PUNCH, SWAGGER, THUNDERPUNCH, REST, SLEEP_TALK, ATTRACT, THIEF, FLASH, BRICK_BREAK"
LEDYBA ,165,40,20,30,55,40,80,BUG, FLYING ,255,54,NO_ITEM, NO_ITEM ,GENDER_F50 ,15 ,GROWTH_FAST,EGG_BUG,EGG_BUG,"DYNAMICPUNCH, HEADBUTT, CURSE, TOXIC, HIDDEN_POWER, SUNNY_DAY, PROTECT, GIGA_DRAIN, SOLARBEAM, RETURN, DIG, ICE_PUNCH, SWAGGER, THUNDERPUNCH, REST, SLEEP_TALK, ATTRACT, THIEF, FLASH"
LICKITUNG ,108,100,75,75,30,65,75,NORMAL, NORMAL ,45,127,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_MONSTER,EGG_MONSTER,"DYNAMICPUNCH, TRI_ATTACK, SANDSTORM, SWORDS_DANCE, SUBMISSION, BUBBLEBEAM, DOUBLE_EDGE, BODY_SLAM, SUBSTITUTE, HEADBUTT, CURSE, TOXIC, ROCK_SMASH, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, BLIZZARD, HYPER_BEAM, ICY_WIND, PROTECT, RAIN_DANCE, IRON_TAIL, THUNDER, EARTHQUAKE, RETURN, SHADOW_BALL, MUD_SLAP, ICE_PUNCH, SWAGGER, FIRE_BLAST, THUNDERPUNCH, DREAM_EATER, REST, SLEEP_TALK, ATTRACT, THIEF, FIRE_PUNCH, NIGHTMARE, CUT, SURF, STRENGTH, FLAMETHROWER, THUNDERBOLT, ICE_BEAM, BRICK_BREAK"
LUGIA ,249,106,90,130,110,90,154,PSYCHIC, FLYING ,3,220,NO_ITEM, NO_ITEM ,GENDER_UNKNOWN ,120 ,GROWTH_SLOW,EGG_NONE,EGG_NONE,"HEADBUTT, TRI_ATTACK, SANDSTORM, BUBBLEBEAM, BODY_SLAM, CURSE, ROAR, TOXIC, ZAP_CANNON, ROCK_SMASH, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, BLIZZARD, HYPER_BEAM, ICY_WIND, PROTECT, RAIN_DANCE, GIGA_DRAIN, IRON_TAIL, DRAGONBREATH, THUNDER, EARTHQUAKE, RETURN, PSYCHIC_M, SHADOW_BALL, MUD_SLAP, SWAGGER, DREAM_EATER, REST, SLEEP_TALK, STEEL_WING, NIGHTMARE, FLY, SURF, STRENGTH, WHIRLPOOL, WATERFALL, THUNDERBOLT, ICE_BEAM, EARTH_POWER"
MACHAMP ,068,90,130,80,55,70,85,FIGHTING, FIGHTING ,45,193,NO_ITEM, NO_ITEM ,GENDER_F25 ,20 ,GROWTH_MEDIUM_SLOW,EGG_HUMANSHAPE,EGG_HUMANSHAPE,"DYNAMICPUNCH, ROCK_SLIDE, SUBMISSION, DOUBLE_EDGE, BODY_SLAM, SUBSTITUTE, HEADBUTT, CURSE, TOXIC, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, EARTHQUAKE, RETURN, DIG, MUD_SLAP, ICE_PUNCH, SWAGGER, FIRE_BLAST, THUNDERPUNCH, REST, SLEEP_TALK, ATTRACT, THIEF, FIRE_PUNCH, STRENGTH, FLAMETHROWER, BRICK_BREAK"
MACHOKE ,067,80,100,70,45,50,60,FIGHTING, FIGHTING ,90,146,NO_ITEM, NO_ITEM ,GENDER_F25 ,20 ,GROWTH_MEDIUM_SLOW,EGG_HUMANSHAPE,EGG_HUMANSHAPE,"DYNAMICPUNCH, ROCK_SLIDE, SUBMISSION, DOUBLE_EDGE, BODY_SLAM, SUBSTITUTE, HEADBUTT, CURSE, TOXIC, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, PROTECT, EARTHQUAKE, RETURN, DIG, MUD_SLAP, ICE_PUNCH, SWAGGER, FIRE_BLAST, THUNDERPUNCH, REST, SLEEP_TALK, ATTRACT, THIEF, FIRE_PUNCH, STRENGTH, FLAMETHROWER, BRICK_BREAK"
MACHOP ,066,70,80,50,35,35,35,FIGHTING, FIGHTING ,180,88,NO_ITEM, NO_ITEM ,GENDER_F25 ,20 ,GROWTH_MEDIUM_SLOW,EGG_HUMANSHAPE,EGG_HUMANSHAPE,"DYNAMICPUNCH, HEADBUTT, CURSE, TOXIC, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, PROTECT, EARTHQUAKE, RETURN, DIG, MUD_SLAP, ICE_PUNCH, SWAGGER, FIRE_BLAST, THUNDERPUNCH, REST, SLEEP_TALK, ATTRACT, THIEF, FIRE_PUNCH, STRENGTH, FLAMETHROWER, BRICK_BREAK"
MAGBY ,240,45,75,37,83,70,55,FIRE, FIRE ,45,117,BURNT_BERRY, BURNT_BERRY ,GENDER_F25 ,25 ,GROWTH_MEDIUM_FAST,EGG_NONE,EGG_NONE,"DYNAMICPUNCH, HEADBUTT, CURSE, TOXIC, HIDDEN_POWER, SUNNY_DAY, PROTECT, IRON_TAIL, RETURN, PSYCHIC_M, MUD_SLAP, SWAGGER, FIRE_BLAST, THUNDERPUNCH, REST, SLEEP_TALK, ATTRACT, THIEF, FIRE_PUNCH, FLAMETHROWER"
MAGCARGO ,219,60,60,120,30,80,80,FIRE, GROUND ,75,154,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_INDETERMINATE,EGG_INDETERMINATE,"CURSE, ROCK_SLIDE, SUBSTITUTE, EXPLOSION, TOXIC, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, EARTHQUAKE, RETURN, MUD_SLAP, SWAGGER, FIRE_BLAST, REST, SLEEP_TALK, ATTRACT, STRENGTH, FLAMETHROWER, EARTH_POWER"
MAGIKARP ,129,20,10,55,80,15,20,WATER, WATER ,255,20,NO_ITEM, NO_ITEM ,GENDER_F50 ,5 ,GROWTH_SLOW,EGG_WATER_2,EGG_WATER_2,tmhm
MAGMAR ,126,67,95,59,93,100,85,FIRE, FIRE ,45,167,BURNT_BERRY, BURNT_BERRY ,GENDER_F25 ,25 ,GROWTH_MEDIUM_FAST,EGG_HUMANSHAPE,EGG_HUMANSHAPE,"DYNAMICPUNCH, THUNDERBOLT, SUBMISSION, DOUBLE_EDGE, BODY_SLAM, SUBSTITUTE, HEADBUTT, CURSE, TOXIC, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, IRON_TAIL, RETURN, PSYCHIC_M, MUD_SLAP, SWAGGER, FIRE_BLAST, THUNDERPUNCH, REST, SLEEP_TALK, ATTRACT, THIEF, FIRE_PUNCH, STRENGTH, FLAMETHROWER, FOCUS_BLAST, BRICK_BREAK"
MAGNEMITE ,081,25,35,70,45,95,55,ELECTRIC, STEEL ,190,89,NO_ITEM, METAL_COAT ,GENDER_UNKNOWN ,20 ,GROWTH_MEDIUM_FAST,EGG_MINERAL,EGG_MINERAL,"CURSE, TOXIC, ZAP_CANNON, HIDDEN_POWER, PROTECT, RAIN_DANCE, THUNDER, RETURN, SWAGGER, REST, SLEEP_TALK, FLASH, THUNDERBOLT"
MAGNETON ,082,60,60,95,70,120,72,ELECTRIC, STEEL ,60,161,NO_ITEM, METAL_COAT ,GENDER_UNKNOWN ,20 ,GROWTH_MEDIUM_FAST,EGG_MINERAL,EGG_MINERAL,"CURSE, TRI_ATTACK, THUNDER_WAVE, SUBSTITUTE, EXPLOSION, TOXIC, ZAP_CANNON, HIDDEN_POWER, HYPER_BEAM, PROTECT, RAIN_DANCE, THUNDER, RETURN, SWAGGER, REST, SLEEP_TALK, FLASH, THUNDERBOLT"
MANKEY ,056,40,80,35,70,35,45,FIGHTING, FIGHTING ,190,74,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_GROUND,EGG_GROUND,"DYNAMICPUNCH, HEADBUTT, CURSE, TOXIC, ROCK_SMASH, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, PROTECT, IRON_TAIL, THUNDER, RETURN, DIG, MUD_SLAP, ICE_PUNCH, SWAGGER, THUNDERPUNCH, REST, SLEEP_TALK, ATTRACT, THIEF, FIRE_PUNCH, STRENGTH, THUNDERBOLT, BRICK_BREAK"
MANTINE ,226,75,50,70,70,80,140,WATER, FLYING ,25,168,NO_ITEM, NO_ITEM ,GENDER_F50 ,25 ,GROWTH_SLOW,EGG_WATER_1,EGG_WATER_1,"HEADBUTT, BUBBLEBEAM, BODY_SLAM, CURSE, TOXIC, HIDDEN_POWER, BLIZZARD, ICY_WIND, PROTECT, RAIN_DANCE, RETURN, MUD_SLAP, SWAGGER, REST, SLEEP_TALK, ATTRACT, SURF, WHIRLPOOL, WATERFALL, ICE_BEAM"
MAREEP ,179,55,40,40,35,65,45,ELECTRIC, ELECTRIC ,235,59,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_SLOW,EGG_MONSTER,EGG_MONSTER,"HEADBUTT, CURSE, TOXIC, ZAP_CANNON, HIDDEN_POWER, PROTECT, RAIN_DANCE, IRON_TAIL, THUNDER, RETURN, SWAGGER, REST, SLEEP_TALK, ATTRACT, FLASH, THUNDERBOLT"
MARILL ,183,70,20,50,40,20,50,WATER, WATER ,190,58,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_FAST,EGG_WATER_1,EGG_WATER_1,"DYNAMICPUNCH, HEADBUTT, CURSE, TOXIC, HIDDEN_POWER, BLIZZARD, ICY_WIND, PROTECT, RAIN_DANCE, IRON_TAIL, RETURN, MUD_SLAP, ICE_PUNCH, SWAGGER, REST, SLEEP_TALK, ATTRACT, SURF, WHIRLPOOL, WATERFALL, ICE_BEAM"
MAROWAK ,105,60,80,110,45,50,80,GROUND, GROUND ,75,124,NO_ITEM, THICK_CLUB ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_MONSTER,EGG_MONSTER,"DYNAMICPUNCH, ROCK_SLIDE, SANDSTORM, SWORDS_DANCE, SUBMISSION, DOUBLE_EDGE, BODY_SLAM, SUBSTITUTE, HEADBUTT, CURSE, TOXIC, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, BLIZZARD, HYPER_BEAM, ICY_WIND, PROTECT, IRON_TAIL, EARTHQUAKE, RETURN, DIG, MUD_SLAP, SWAGGER, FIRE_BLAST, REST, SLEEP_TALK, ATTRACT, THIEF, FIRE_PUNCH, STRENGTH, FLAMETHROWER, ICE_BEAM, EARTH_POWER, BRICK_BREAK"
MEGANIUM ,154,80,84,100,80,83,100,GRASS, GRASS ,45,208,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,20 ,GROWTH_MEDIUM_SLOW,EGG_MONSTER,EGG_MONSTER,"HEADBUTT, SWORDS_DANCE, BODY_SLAM, CURSE, TOXIC, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, GIGA_DRAIN, SOLARBEAM, IRON_TAIL, EARTHQUAKE, RETURN, MUD_SLAP, SWAGGER, REST, SLEEP_TALK, ATTRACT, FURY_CUTTER, CUT, STRENGTH, FLASH"
MEOWTH ,052,40,45,35,90,40,40,NORMAL, NORMAL ,255,69,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_GROUND,EGG_GROUND,"HEADBUTT, CURSE, TOXIC, ZAP_CANNON, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, ICY_WIND, PROTECT, IRON_TAIL, THUNDER, RETURN, SHADOW_BALL, MUD_SLAP, SWAGGER, DREAM_EATER, REST, SLEEP_TALK, ATTRACT, THIEF, NIGHTMARE, THUNDERBOLT, POWER_GEM"
METAPOD ,011,50,20,55,30,25,25,BUG, BUG ,120,72,NO_ITEM, NO_ITEM ,GENDER_F50 ,15 ,GROWTH_MEDIUM_FAST,EGG_BUG,EGG_BUG,tmhm
MEW ,151,100,100,100,100,100,100,PSYCHIC, PSYCHIC ,45,64,NO_ITEM, MIRACLEBERRY ,GENDER_UNKNOWN ,120 ,GROWTH_MEDIUM_SLOW,EGG_NONE,EGG_NONE,"DYNAMICPUNCH, ROCK_SLIDE, SANDSTORM, TRI_ATTACK, SWORDS_DANCE, SUBMISSION, BUBBLEBEAM, DOUBLE_EDGE, BODY_SLAM, THUNDER_WAVE, SUBSTITUTE, DRAGON_RAGE, EXPLOSION, HEADBUTT, CURSE, ROAR, TOXIC, ZAP_CANNON, ROCK_SMASH, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, BLIZZARD, HYPER_BEAM, ICY_WIND, PROTECT, RAIN_DANCE, GIGA_DRAIN, SOLARBEAM, IRON_TAIL, DRAGONBREATH, THUNDER, EARTHQUAKE, RETURN, DIG, PSYCHIC_M, SHADOW_BALL, MUD_SLAP, ICE_PUNCH, SWAGGER, SLUDGE_BOMB, FIRE_BLAST, THUNDERPUNCH, DREAM_EATER, REST, SLEEP_TALK, ATTRACT, THIEF, STEEL_WING, FIRE_PUNCH, FURY_CUTTER, NIGHTMARE, CUT, FLY, SURF, STRENGTH, FLASH, WHIRLPOOL, WATERFALL, FLAMETHROWER, THUNDERBOLT, ICE_BEAM, FOCUS_BLAST, POWER_GEM, EARTH_POWER, BRICK_BREAK"
MEWTWO ,150,106,110,90,130,154,90,PSYCHIC, PSYCHIC ,3,220,NO_ITEM, BERSERK_GENE ,GENDER_UNKNOWN ,120 ,GROWTH_SLOW,EGG_NONE,EGG_NONE,"DYNAMICPUNCH, TRI_ATTACK, SUBMISSION, DOUBLE_EDGE, BODY_SLAM, THUNDER_WAVE, SUBSTITUTE, HEADBUTT, CURSE, TOXIC, ZAP_CANNON, ROCK_SMASH, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, BLIZZARD, HYPER_BEAM, ICY_WIND, PROTECT, RAIN_DANCE, SOLARBEAM, IRON_TAIL, THUNDER, RETURN, PSYCHIC_M, SHADOW_BALL, MUD_SLAP, ICE_PUNCH, SWAGGER, FIRE_BLAST, THUNDERPUNCH, DREAM_EATER, REST, SLEEP_TALK, FIRE_PUNCH, NIGHTMARE, STRENGTH, FLASH, FLAMETHROWER, THUNDERBOLT, ICE_BEAM, FOCUS_BLAST, BRICK_BREAK"
MILTANK ,241,95,82,105,100,50,70,NORMAL, NORMAL ,45,200,MOOMOO_MILK, MOOMOO_MILK ,GENDER_F100 ,20 ,GROWTH_SLOW,EGG_GROUND,EGG_GROUND,"DYNAMICPUNCH, SANDSTORM, SUBMISSION, DOUBLE_EDGE, BODY_SLAM, HEADBUTT, CURSE, TOXIC, ZAP_CANNON, ROCK_SMASH, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, BLIZZARD, HYPER_BEAM, ICY_WIND, PROTECT, RAIN_DANCE, IRON_TAIL, THUNDER, EARTHQUAKE, RETURN, SHADOW_BALL, MUD_SLAP, ICE_PUNCH, SWAGGER, THUNDERPUNCH, REST, SLEEP_TALK, ATTRACT, FIRE_PUNCH, SURF, STRENGTH, THUNDERBOLT, ICE_BEAM, BRICK_BREAK"
