Pokemon_Name,Levelup_Learnset
Magcargo,"['1, SMOG', '1, EMBER', '1, ROCK_THROW', '8, EMBER', '15, ROCK_THROW', '22, HARDEN', '29, AMNESIA', '36, FLAMETHROWER', '38, ROCK_SLIDE', '40, EARTHQUAKE', '42, ACID_ARMOR', '47, EXPLOSION', '50, BODY_SLAM', '66, EARTH_POWER']"
Swinub,"['1, TACKLE', '10, POWDER_SNOW', '19, ENDURE', '28, TAKE_DOWN', '37, MIST', '42, BLIZZARD', '45, AMNESIA']"
Piloswine,"['1, POWDER_SNOW', '19, ENDURE', '28, TAKE_DOWN', '33, FURY_ATTACK', '35, BITE', '38, ROCK_SLIDE', '40, EARTHQUAKE', '42, MIST', '44, ANCIENTPOWER', '46, BLIZZARD', '48, BODY_SLAM', '50, AMNESIA', '62, HYPER_BEAM']"
Corsola,"['1, TACKLE', '7, HARDEN', '13, BUBBLE', '19, RECOVER', '25, BUBBLEBEAM', '28, AMNESIA', '31, SPIKE_CANNON', '34, SAFEGUARD', '37, MIRROR_COAT', '40, ANCIENTPOWER', '43, SCREECH', '44, POWER_GEM', '50, ROCK_SLIDE', '53, EARTH_POWER']"
Remoraid,"['1, WATER_GUN', '11, LOCK_ON', '22, PSYBEAM', '22, AURORA_BEAM', '22, BUBBLEBEAM', '33, FOCUS_ENERGY', '36, SIGNAL_BEAM', '44, ICE_BEAM', '55, HYPER_BEAM']"
Octillery,"['1, WATER_GUN', '22, PSYBEAM', '22, AURORA_BEAM', '22, BUBBLEBEAM', '25, OCTAZOOKA', '30, SMOKESCREEN', '32, AURORA_BEAM', '34, SIGNAL_BEAM', '35, HAZE', '38, WATERFALL', '40, AMNESIA', '42, SCREECH', '44, ICE_BEAM', '50, HYPER_BEAM']"
Delibird,"['1, PRESENT']"
Mantine,"['1, TACKLE', '1, BUBBLE', '1, SIGNAL_BEAM', '10, SUPERSONIC', '18, BUBBLEBEAM', '25, TAKE_DOWN', '30, GUST', '32, AGILITY', '35, WHIRLWIND', '38, TWISTER', '40, WING_ATTACK', '42, CONFUSE_RAY', '45, HAZE', '50, HYDRO_PUMP']"
Skarmory,"['1, LEER', '1, PECK', '13, SAND_ATTACK', '19, SWIFT', '25, AGILITY', '30, DRILL_PECK', '32, FURY_CUTTER', '35, WHIRLWIND', '37, FURY_ATTACK', '40, STEEL_WING', '50, SKY_ATTACK']"
Houndour,"['1, LEER', '1, EMBER', '7, ROAR ;', '13, SMOG', '20, BITE', '27, FAINT_ATTACK', '35, FLAMETHROWER', '43, CRUNCH']"
Houndoom,"['1, LEER', '1, EMBER', '7, ROAR ;', '13, SMOG', '20, BITE', '28, PURSUIT', '30, FAINT_ATTACK', '35, COUNTER', '38, REVERSAL', '41, FLAMETHROWER', '45, CRUNCH']"
Kingdra,"['1, BUBBLE', '22, WATER_GUN', '29, TWISTER', '40, AGILITY', '41, AURORA_BEAM', '42, DRAGON_RAGE', '44, DRAGONBREATH', '46, BUBBLEBEAM', '48, FLAIL', '49, HAZE', '50, OCTAZOOKA', '51, HYDRO_PUMP', '53, OUTRAGE']"
Phanpy,"['1, TACKLE', '1, GROWL', '9, DEFENSE_CURL', '17, FLAIL', '25, TAKE_DOWN', '33, ROLLOUT', '41, ENDURE', '49, DOUBLE_EDGE']"
Donphan,"['1, HORN_ATTACK', '17, FLAIL', '25, FURY_ATTACK', '29, BODY_SLAM', '33, ROLLOUT', '35, WATER_GUN', '38, ANCIENTPOWER', '40, EARTHQUAKE', '41, RAPID_SPIN', '44, ROCK_SLIDE', '47, ENCORE', '49, HYPER_BEAM', '53, AGILITY']"
Porygon2,"['1, AGILITY', '12, PSYBEAM', '20, RECOVER', '29, SIGNAL_BEAM', '36, TRI_ATTACK', '39, SHARPEN', '41, BARRIER', '44, ZAP_CANNON', '47, SKULL_BASH', '49, THUNDERBOLT', '50, ICE_BEAM', '58, MIMIC', '60, PSYCHIC_M', '63, FUTURE_SIGHT']"
Stantler,"['1, TACKLE', '8, LEER', '15, HYPNOSIS', '23, STOMP', '25, BITE', '30, LIGHT_SCREEN', '34, TRI_ATTACK', '35, REFLECT', '37, ZEN_HEADBUTT', '38, BODY_SLAM', '40, GLARE', '42, CONFUSE_RAY', '50, DOUBLE_EDGE', '52, THUNDER']"
Smeargle,"['1, SKETCH', '11, SKETCH', '21, SKETCH', '31, SKETCH', '41, SKETCH', '51, SKETCH', '61, SKETCH', '71, SKETCH', '81, SKETCH', '91, SKETCH']"
Tyrogue,"['1, TACKLE', '6, KARATE_CHOP', '10, LOW_KICK', '15, MEDITATE']"
Hitmontop,"['1, ROLLING_KICK', '7, FOCUS_ENERGY', '13, PURSUIT', '19, QUICK_ATTACK', '25, RAPID_SPIN', '31, COUNTER', '34, HI_JUMP_KICK', '37, AGILITY', '43, DETECT', '46, DIZZY_PUNCH', '49, TRIPLE_KICK']"
Smoochum,"['1, POUND', '1, LICK', '9, SWEET_KISS', '13, POWDER_SNOW', '21, CONFUSION', '25, SING', '33, MEAN_LOOK', '37, PSYCHIC_M', '45, PERISH_SONG', '49, BLIZZARD']"
Elekid,"['1, QUICK_ATTACK', '1, LEER', '9, THUNDERPUNCH', '17, LIGHT_SCREEN', '25, SWIFT', '33, SCREECH', '41, THUNDERBOLT', '49, THUNDER']"
Magby,"['1, EMBER', '7, LEER ;', '13, SMOG', '19, FIRE_PUNCH', '25, SMOKESCREEN', '31, SUNNY_DAY', '37, FLAMETHROWER', '43, CONFUSE_RAY', '49, FIRE_BLAST']"
Miltank,"['1, TACKLE', '4, GROWL', '8, DEFENSE_CURL', '13, STOMP', '19, MILK_DRINK', '26, BIDE', '29, ZEN_HEADBUTT', '30, SEISMIC_TOSS', '34, ROLLOUT', '40, MEGA_KICK', '43, BODY_SLAM', '44, HEAL_BELL', '46, SNORE', '48, REVERSAL']"
Blissey,"['1, TAIL_WHIP', '10, SOFTBOILED', '13, DOUBLESLAP', '18, MINIMIZE', '23, SING', '28, EGG_BOMB', '33, DEFENSE_CURL', '35, METRONOME', '38, HEAL_BELL', '40, LIGHT_SCREEN', '47, DOUBLE_EDGE', '50, PSYCH_UP']"
Raikou,"['1, THUNDERSHOCK', '1, LEER', '11, BITE', '21, ROAR', '31, QUICK_ATTACK', '41, SPARK', '43, THUNDERBOLT', '51, REFLECT', '61, CRUNCH', '71, THUNDER', '81, EXTREMESPEED']"
Entei,"['1, BITE', '1, LEER', '11, EMBER', '21, ROAR', '31, FIRE_SPIN', '41, STOMP', '43, FLAMETHROWER', '51, SACRED_FIRE', '53, ANCIENTPOWER', '61, SWAGGER', '63, PSYCH_UP', '71, FIRE_BLAST', '81, HYPER_BEAM']"
Suicune,"['1, BITE', '1, LEER', '11, BUBBLEBEAM', '21, RAIN_DANCE', '31, GUST', '41, AURORA_BEAM', '43, PSYCHIC', '51, MIST', '61, MIRROR_COAT', '71, HYDRO_PUMP', '81, AEROBLAST']"
Larvitar,"['1, BITE', '1, LEER', '8, SANDSTORM', '15, SCREECH', '22, ROCK_SLIDE', '29, THRASH', '36, SCARY_FACE', '43, CRUNCH', '50, EARTHQUAKE', '57, HYPER_BEAM']"
Pupitar,"['1, BITE', '1, LEER', '1, SANDSTORM', '1, SCREECH', '8, SANDSTORM', '15, SCREECH', '22, ROCK_SLIDE', '29, THRASH', '38, SCARY_FACE', '47, CRUNCH', '56, EARTHQUAKE', '65, HYPER_BEAM']"
Tyranitar,"['1, SCREECH', '15, SCREECH', '22, ROCK_SLIDE', '29, THRASH', '38, SCARY_FACE', '47, CRUNCH', '56, SUBMISSION', '57, EARTHQUAKE', '59, ANCIENTPOWER', '60, BODY_SLAM', '61, OUTRAGE', '63, PURSUIT', '65, HYPER_BEAM']"
Lugia,"['22, GUST', '33, RECOVER', '44, HYDRO_PUMP', '55, AEROBLAST', '61, SAFEGUARD', '63, BODY_SLAM', '66, SKY_ATTACK', '69, TRI_ATTACK', '73, GUST', '77, WHIRLWIND', '88, ANCIENTPOWER', '99, FUTURE_SIGHT']"
HoOh,"['1, SACRED_FIRE', '11, SAFEGUARD', '22, GUST', '33, RECOVER', '44, FIRE_BLAST', '55, SACRED_FIRE', '61, DOUBLE_EDGE', '63, SAFEGUARD', '66, SKY_ATTACK', '77, WHIRLWIND', '88, ANCIENTPOWER', '99, FUTURE_SIGHT']"
Celebi,"['1, LEECH_SEED', '1, CONFUSION', '1, RECOVER', '1, HEAL_BELL', '10, SAFEGUARD', '20, ANCIENTPOWER', '30, FUTURE_SIGHT', '35, LEECH_SEED', '38, SIGNAL_BEAM', '40, BATON_PASS', '45, RECOVER', '50, PERISH_SONG', '55, PSYCHIC_M']"
