Pokemon_Name,Pokedex_Number,HP_Base_Stat,Attack_Base_Stat,Defense_Base_Stat,Speed_Base_Stat,Special_Attack_Base_Stat,Special_Defense_Base_Stat,Type1,Type2,Catch_Rate,Base_Exp,4_Percent_Item,1_Percent_Item,Gender_Ratio,Step_Cycles_To_Hatch_Egg,Growth_Rate,Egg_Group1,Egg_Group2,TM_HM_Moves
WEEDLE ,013,40,35,30,50,20,20,BUG, POISON ,255,52,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/weedle/front.dimensions""",dw NULL,dw NULL,
WEEPINBELL ,070,65,90,50,55,85,45,GRASS, POISON ,120,151,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/weepinbell/front.dimensions""",dw NULL,dw NULL,
WEEZING ,110,65,90,120,60,85,70,POISON, POISON ,60,173,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/weezing/front.dimensions""",dw NULL,dw NULL,
WIGGLYTUFF ,040,140,70,45,45,75,50,NORMAL, NORMAL ,50,109,NO_ITEM, NO_ITEM ,GENDER_F75 ,100 ,"INCBIN ""gfx/pokemon/wigglytuff/front.dimensions""",dw NULL,dw NULL,
WOBBUFFET ,202,190,33,58,33,33,58,PSYCHIC_TYPE, PSYCHIC_TYPE ,45,177,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/wobbuffet/front.dimensions""",dw NULL,dw NULL,
WOOPER ,194,55,45,45,15,25,25,WATER, GROUND ,255,52,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/wooper/front.dimensions""",dw NULL,dw NULL,
XATU ,178,65,75,70,95,95,70,PSYCHIC_TYPE, FLYING ,75,171,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/xatu/front.dimensions""",dw NULL,dw NULL,
YANMA ,193,65,65,45,95,75,45,BUG, FLYING ,75,147,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/yanma/front.dimensions""",dw NULL,dw NULL,
ZAPDOS ,145,90,90,85,100,125,90,ELECTRIC, FLYING ,3,216,NO_ITEM, NO_ITEM ,GENDER_UNKNOWN ,100 ,"INCBIN ""gfx/pokemon/zapdos/front.dimensions""",dw NULL,dw NULL,
ZUBAT ,041,40,45,35,55,30,40,POISON, FLYING ,255,54,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/zubat/front.dimensions""",dw NULL,dw NULL,
